y,x,street_count,highway,railway,geometry
9.7955237,-83.6434664,1,,,POINT (-83.6434664 9.7955237)
9.8168654,-83.646758,1,,,POINT (-83.646758 9.8168654)
9.8198188,-83.6899397,3,,,POINT (-83.6899397 9.8198188)
9.8111473,-83.5312951,3,,,POINT (-83.5312951 9.8111473)
9.817623,-83.5442002,3,,,POINT (-83.5442002 9.817623)
9.7980141,-83.539111,1,,,POINT (-83.539111 9.7980141)
9.8128359,-83.5398289,3,,,POINT (-83.5398289 9.8128359)
9.844334,-83.5942543,3,,,POINT (-83.5942543 9.844334)
9.8487283,-83.6079097,3,,,POINT (-83.6079097 9.8487283)
9.7848309,-83.5109449,3,,,POINT (-83.5109449 9.7848309)
9.8247312,-83.5040836,3,,,POINT (-83.5040836 9.8247312)
9.810204,-83.4870905,3,,,POINT (-83.4870905 9.810204)
9.8451502,-83.6037791,3,,,POINT (-83.6037791 9.8451502)
9.8126723,-83.5983557,1,,,POINT (-83.5983557 9.8126723)
9.8495831,-83.6039243,3,,,POINT (-83.6039243 9.8495831)
9.8398331,-83.5975144,3,,,POINT (-83.5975144 9.8398331)
9.808351,-83.5617676,1,,,POINT (-83.5617676 9.808351)
9.8121715,-83.5694253,1,,,POINT (-83.5694253 9.8121715)
9.8261592,-83.5677708,3,,,POINT (-83.5677708 9.8261592)
9.8072755,-83.6960931,3,,,POINT (-83.6960931 9.8072755)
9.8076044,-83.6992027,1,,,POINT (-83.6992027 9.8076044)
9.8075185,-83.697926,3,,,POINT (-83.697926 9.8075185)
9.8071629,-83.6946814,3,,,POINT (-83.6946814 9.8071629)
9.8082559,-83.4616193,1,,,POINT (-83.4616193 9.8082559)
9.7923843,-83.5634065,1,,,POINT (-83.5634065 9.7923843)
9.8093644,-83.6954761,3,,,POINT (-83.6954761 9.8093644)
9.8088157,-83.6960049,3,,,POINT (-83.6960049 9.8088157)
9.7915583,-83.3638536,3,,,POINT (-83.3638536 9.7915583)
9.7896688,-83.3637799,1,,,POINT (-83.3637799 9.7896688)
9.8127235,-83.7014491,3,,,POINT (-83.7014491 9.8127235)
9.8123096,-83.7010857,1,,,POINT (-83.7010857 9.8123096)
9.8126074,-83.7007867,1,,,POINT (-83.7007867 9.8126074)
9.8458044,-83.5969314,3,,,POINT (-83.5969314 9.8458044)
9.8247634,-83.6041302,3,,,POINT (-83.6041302 9.8247634)
9.8245324,-83.6040481,3,,,POINT (-83.6040481 9.8245324)
9.8170898,-83.5892055,1,,,POINT (-83.5892055 9.8170898)
9.8093347,-83.5758666,1,,,POINT (-83.5758666 9.8093347)
9.8041069,-83.5453299,1,,,POINT (-83.5453299 9.8041069)
9.8270459,-83.5125986,3,,,POINT (-83.5125986 9.8270459)
9.8249908,-83.5017813,3,,,POINT (-83.5017813 9.8249908)
9.8205593,-83.452736,4,,,POINT (-83.452736 9.8205593)
9.8204121,-83.4519807,3,,,POINT (-83.4519807 9.8204121)
9.8151532,-83.44775,1,,,POINT (-83.44775 9.8151532)
9.8171429,-83.4506809,3,,,POINT (-83.4506809 9.8171429)
9.8170607,-83.4494424,1,,,POINT (-83.4494424 9.8170607)
9.8197843,-83.4517393,3,,,POINT (-83.4517393 9.8197843)
9.8230122,-83.4483497,3,,,POINT (-83.4483497 9.8230122)
9.8216188,-83.4520098,3,,,POINT (-83.4520098 9.8216188)
9.7557745,-83.5017647,3,,,POINT (-83.5017647 9.7557745)
9.7523762,-83.4934049,1,,,POINT (-83.4934049 9.7523762)
9.7606424,-83.5070729,3,,,POINT (-83.5070729 9.7606424)
9.7456854,-83.5178816,1,,,POINT (-83.5178816 9.7456854)
9.7255874,-83.5188374,1,,,POINT (-83.5188374 9.7255874)
9.780678,-83.5074992,3,,,POINT (-83.5074992 9.780678)
9.7742868,-83.5315243,1,,,POINT (-83.5315243 9.7742868)
9.7816919,-83.5034364,1,,,POINT (-83.5034364 9.7816919)
9.8088254,-83.4882417,1,,,POINT (-83.4882417 9.8088254)
9.8085869,-83.4887225,1,,,POINT (-83.4887225 9.8085869)
9.815102,-83.7017047,3,,,POINT (-83.7017047 9.815102)
9.8117631,-83.5817474,1,,,POINT (-83.5817474 9.8117631)
9.8347038,-83.5993346,3,,,POINT (-83.5993346 9.8347038)
9.8068459,-83.6078833,1,,,POINT (-83.6078833 9.8068459)
9.8351469,-83.5729556,3,,,POINT (-83.5729556 9.8351469)
9.8338237,-83.5720954,3,,,POINT (-83.5720954 9.8338237)
9.8114243,-83.547717,1,,,POINT (-83.547717 9.8114243)
9.8232231,-83.4952701,3,,,POINT (-83.4952701 9.8232231)
9.8175388,-83.5320786,1,,,POINT (-83.5320786 9.8175388)
9.8163097,-83.5411493,3,,,POINT (-83.5411493 9.8163097)
9.8260232,-83.5282191,1,,,POINT (-83.5282191 9.8260232)
9.8135164,-83.6994454,1,,,POINT (-83.6994454 9.8135164)
9.8161733,-83.6978064,1,,,POINT (-83.6978064 9.8161733)
9.8060938,-83.6954004,1,,,POINT (-83.6954004 9.8060938)
9.8059161,-83.6949213,3,,,POINT (-83.6949213 9.8059161)
9.8057008,-83.6956066,1,,,POINT (-83.6956066 9.8057008)
9.8060324,-83.6952347,3,,,POINT (-83.6952347 9.8060324)
9.8057747,-83.695313,3,,,POINT (-83.695313 9.8057747)
9.8007592,-83.7018887,3,,,POINT (-83.7018887 9.8007592)
9.8335141,-83.6857447,3,,,POINT (-83.6857447 9.8335141)
9.8338682,-83.6808121,3,,,POINT (-83.6808121 9.8338682)
9.8325134,-83.6800575,3,,,POINT (-83.6800575 9.8325134)
9.8674932,-83.6339505,3,,,POINT (-83.6339505 9.8674932)
9.8799082,-83.6405067,3,,,POINT (-83.6405067 9.8799082)
9.8818256,-83.645594,3,,,POINT (-83.645594 9.8818256)
9.901059,-83.6752388,3,,,POINT (-83.6752388 9.901059)
9.9018241,-83.6797743,4,,,POINT (-83.6797743 9.9018241)
9.90509,-83.6850756,4,,,POINT (-83.6850756 9.90509)
9.9058222,-83.6855023,4,,,POINT (-83.6855023 9.9058222)
9.9065517,-83.6859563,4,,,POINT (-83.6859563 9.9065517)
9.9082352,-83.6869906,3,,,POINT (-83.6869906 9.9082352)
9.908991,-83.6874458,3,,,POINT (-83.6874458 9.908991)
9.9097369,-83.6885852,3,,,POINT (-83.6885852 9.9097369)
9.9113698,-83.6898104,3,,,POINT (-83.6898104 9.9113698)
9.9216887,-83.6954296,3,,,POINT (-83.6954296 9.9216887)
9.9251916,-83.6968139,3,,,POINT (-83.6968139 9.9251916)
9.9257147,-83.697207,3,,,POINT (-83.697207 9.9257147)
9.9262225,-83.6975649,3,,,POINT (-83.6975649 9.9262225)
9.9286863,-83.7008414,3,,,POINT (-83.7008414 9.9286863)
9.9456292,-83.6959054,3,,,POINT (-83.6959054 9.9456292)
9.9463475,-83.6969631,3,,,POINT (-83.6969631 9.9463475)
9.9526881,-83.7011305,3,,,POINT (-83.7011305 9.9526881)
9.9536895,-83.7120411,3,,,POINT (-83.7120411 9.9536895)
9.9052607,-83.712605,4,,,POINT (-83.712605 9.9052607)
9.904247,-83.7061758,3,,,POINT (-83.7061758 9.904247)
9.8821438,-83.6452709,3,,,POINT (-83.6452709 9.8821438)
9.9070299,-83.6196479,3,,,POINT (-83.6196479 9.9070299)
9.913815,-83.6208336,3,,,POINT (-83.6208336 9.913815)
9.9201226,-83.6052001,3,,,POINT (-83.6052001 9.9201226)
9.9347465,-83.5881723,3,,,POINT (-83.5881723 9.9347465)
9.944259,-83.5750659,3,,,POINT (-83.5750659 9.944259)
9.9695526,-83.5708968,3,,,POINT (-83.5708968 9.9695526)
9.9039254,-83.6853414,4,traffic_signals,,POINT (-83.6853414 9.9039254)
9.8503279,-83.606985,3,,,POINT (-83.606985 9.8503279)
9.8496518,-83.6106545,3,,,POINT (-83.6106545 9.8496518)
9.8541914,-83.5653995,3,,,POINT (-83.5653995 9.8541914)
9.9049929,-83.681983,3,,,POINT (-83.681983 9.9049929)
9.906943,-83.6854293,3,,,POINT (-83.6854293 9.906943)
9.9040824,-83.6834411,4,,,POINT (-83.6834411 9.9040824)
9.9066979,-83.6850449,3,,,POINT (-83.6850449 9.9066979)
9.9045391,-83.6827016,3,,,POINT (-83.6827016 9.9045391)
9.9048872,-83.6809002,4,,,POINT (-83.6809002 9.9048872)
9.9024992,-83.6844372,4,,,POINT (-83.6844372 9.9024992)
9.9048312,-83.6838852,4,traffic_signals,,POINT (-83.6838852 9.9048312)
9.9052771,-83.6831683,4,,,POINT (-83.6831683 9.9052771)
9.9064439,-83.6828795,4,,,POINT (-83.6828795 9.9064439)
9.9044268,-83.681649,4,,,POINT (-83.681649 9.9044268)
9.9041709,-83.6804787,4,,,POINT (-83.6804787 9.9041709)
9.9046225,-83.6797513,4,,,POINT (-83.6797513 9.9046225)
9.9031521,-83.6805384,1,,,POINT (-83.6805384 9.9031521)
9.9042552,-83.679518,3,,,POINT (-83.679518 9.9042552)
9.9047007,-83.6787977,3,,,POINT (-83.6787977 9.9047007)
9.901468,-83.6778951,3,,,POINT (-83.6778951 9.901468)
9.9036637,-83.6771552,3,,,POINT (-83.6771552 9.9036637)
9.9032324,-83.6778956,4,,,POINT (-83.6778956 9.9032324)
9.902699,-83.6785605,1,,,POINT (-83.6785605 9.902699)
9.9034707,-83.6774865,3,,,POINT (-83.6774865 9.9034707)
9.9043237,-83.6785724,4,,,POINT (-83.6785724 9.9043237)
9.903894,-83.6793015,4,,,POINT (-83.6793015 9.903894)
9.9034494,-83.6800348,4,,,POINT (-83.6800348 9.9034494)
9.9036029,-83.6781345,4,,,POINT (-83.6781345 9.9036029)
9.900951,-83.6745498,3,,,POINT (-83.6745498 9.900951)
9.901025,-83.6750146,3,,,POINT (-83.6750146 9.901025)
9.8975545,-83.6756473,3,,,POINT (-83.6756473 9.8975545)
9.9009607,-83.6746238,3,,,POINT (-83.6746238 9.9009607)
9.8974835,-83.6750691,3,,,POINT (-83.6750691 9.8974835)
9.9005623,-83.6723318,3,,,POINT (-83.6723318 9.9005623)
9.896391,-83.6727498,1,,,POINT (-83.6727498 9.896391)
9.9000992,-83.6723661,3,,,POINT (-83.6723661 9.9000992)
9.9003415,-83.6746862,3,,,POINT (-83.6746862 9.9003415)
9.8998008,-83.6753531,3,,,POINT (-83.6753531 9.8998008)
9.8994208,-83.6724473,4,,,POINT (-83.6724473 9.8994208)
9.8991797,-83.6748424,3,,,POINT (-83.6748424 9.8991797)
9.8988819,-83.6725076,3,,,POINT (-83.6725076 9.8988819)
9.8983228,-83.6725624,3,,,POINT (-83.6725624 9.8983228)
9.8986461,-83.6749094,4,,,POINT (-83.6749094 9.8986461)
9.8987214,-83.6754778,3,,,POINT (-83.6754778 9.8987214)
9.8972264,-83.6726716,4,,,POINT (-83.6726716 9.8972264)
9.8976822,-83.677294,3,,,POINT (-83.677294 9.8976822)
9.8987313,-83.6793037,4,,,POINT (-83.6793037 9.8987313)
9.9001889,-83.6789138,3,,,POINT (-83.6789138 9.9001889)
9.9005034,-83.6771849,3,,,POINT (-83.6771849 9.9005034)
9.9013462,-83.6771527,3,,,POINT (-83.6771527 9.9013462)
9.9020304,-83.6801448,4,,,POINT (-83.6801448 9.9020304)
9.8994842,-83.6795555,3,,,POINT (-83.6795555 9.8994842)
9.8994908,-83.6791541,3,,,POINT (-83.6791541 9.8994908)
9.9008312,-83.6738728,3,,,POINT (-83.6738728 9.9008312)
9.9002568,-83.6739314,3,,,POINT (-83.6739314 9.9002568)
9.900673,-83.672911,3,traffic_signals,,POINT (-83.672911 9.900673)
9.9001657,-83.6729694,3,,,POINT (-83.6729694 9.9001657)
9.8997288,-83.6747782,4,,,POINT (-83.6747782 9.8997288)
9.9073624,-83.686441,4,,,POINT (-83.686441 9.9073624)
9.9076201,-83.686028,3,,,POINT (-83.686028 9.9076201)
9.9093932,-83.6878143,3,,,POINT (-83.6878143 9.9093932)
9.9027324,-83.6856343,1,,,POINT (-83.6856343 9.9027324)
9.9014862,-83.6861173,1,,,POINT (-83.6861173 9.9014862)
9.8984607,-83.6835176,1,,,POINT (-83.6835176 9.8984607)
9.9017228,-83.6840218,3,,,POINT (-83.6840218 9.9017228)
9.9025364,-83.6818918,3,,,POINT (-83.6818918 9.9025364)
9.8981547,-83.6798742,3,,,POINT (-83.6798742 9.8981547)
9.8983973,-83.6792263,3,,,POINT (-83.6792263 9.8983973)
9.8964868,-83.6816799,3,,,POINT (-83.6816799 9.8964868)
9.8969768,-83.681749,3,,,POINT (-83.681749 9.8969768)
9.8973822,-83.6818298,3,,,POINT (-83.6818298 9.8973822)
9.8979066,-83.6808404,3,,,POINT (-83.6808404 9.8979066)
9.8973358,-83.6795793,3,,,POINT (-83.6795793 9.8973358)
9.8976004,-83.6808465,3,,,POINT (-83.6808465 9.8976004)
9.8978708,-83.6809243,3,,,POINT (-83.6809243 9.8978708)
9.89614,-83.6791233,3,,,POINT (-83.6791233 9.89614)
9.8962168,-83.6785725,3,,,POINT (-83.6785725 9.8962168)
9.8970748,-83.6802694,3,,,POINT (-83.6802694 9.8970748)
9.8959133,-83.6798665,3,,,POINT (-83.6798665 9.8959133)
9.8982593,-83.6788172,4,,,POINT (-83.6788172 9.8982593)
9.8978694,-83.6790555,3,,,POINT (-83.6790555 9.8978694)
9.8979856,-83.6784327,3,,,POINT (-83.6784327 9.8979856)
9.8977317,-83.677796,4,,,POINT (-83.677796 9.8977317)
9.9611712,-83.5695558,3,,,POINT (-83.5695558 9.9611712)
9.9018382,-83.6220847,3,,,POINT (-83.6220847 9.9018382)
9.9041867,-83.6824937,1,,,POINT (-83.6824937 9.9041867)
9.9039873,-83.6823638,3,,,POINT (-83.6823638 9.9039873)
9.9093297,-83.682593,3,,,POINT (-83.682593 9.9093297)
9.9128001,-83.6819083,3,,,POINT (-83.6819083 9.9128001)
9.8513978,-83.6142648,3,,,POINT (-83.6142648 9.8513978)
9.8505769,-83.6126787,3,,,POINT (-83.6126787 9.8505769)
9.8522147,-83.6124537,4,,,POINT (-83.6124537 9.8522147)
9.8522216,-83.6141553,3,,,POINT (-83.6141553 9.8522216)
9.8513961,-83.6125513,3,,,POINT (-83.6125513 9.8513961)
9.8869113,-83.5270579,1,,,POINT (-83.5270579 9.8869113)
9.9125615,-83.6901394,3,,,POINT (-83.6901394 9.9125615)
9.9121274,-83.6910969,3,,,POINT (-83.6910969 9.9121274)
9.9129732,-83.6914054,1,,,POINT (-83.6914054 9.9129732)
9.9126422,-83.691278,3,,,POINT (-83.691278 9.9126422)
9.9121268,-83.6923925,1,,,POINT (-83.6923925 9.9121268)
9.9076932,-83.6895811,1,turning_circle,,POINT (-83.6895811 9.9076932)
9.9119365,-83.6914988,3,,,POINT (-83.6914988 9.9119365)
9.9108468,-83.6910387,4,,,POINT (-83.6910387 9.9108468)
9.9088683,-83.6893905,4,,,POINT (-83.6893905 9.9088683)
9.9082052,-83.6887524,3,,,POINT (-83.6887524 9.9082052)
9.910625,-83.6915627,3,,,POINT (-83.6915627 9.910625)
9.908433,-83.6897996,3,,,POINT (-83.6897996 9.908433)
9.9099339,-83.6904364,3,,,POINT (-83.6904364 9.9099339)
9.909529,-83.690844,4,,,POINT (-83.690844 9.909529)
9.9091469,-83.6912552,4,,,POINT (-83.6912552 9.9091469)
9.9092709,-83.6890241,3,,,POINT (-83.6890241 9.9092709)
9.9086194,-83.6880621,4,,,POINT (-83.6880621 9.9086194)
9.9069887,-83.6870601,3,,,POINT (-83.6870601 9.9069887)
9.9075023,-83.6882056,3,,,POINT (-83.6882056 9.9075023)
9.906613,-83.6876736,3,,,POINT (-83.6876736 9.906613)
9.9068573,-83.687276,3,,,POINT (-83.687276 9.9068573)
9.9057673,-83.6866176,3,,,POINT (-83.6866176 9.9057673)
9.9064321,-83.6861728,3,,,POINT (-83.6861728 9.9064321)
9.9053778,-83.6862503,4,,,POINT (-83.6862503 9.9053778)
9.9078624,-83.6876055,4,,,POINT (-83.6876055 9.9078624)
9.9141018,-83.6915892,3,,,POINT (-83.6915892 9.9141018)
9.9131606,-83.6989107,3,,,POINT (-83.6989107 9.9131606)
9.912638,-83.7026936,3,,,POINT (-83.7026936 9.912638)
9.9157351,-83.6916581,4,,,POINT (-83.6916581 9.9157351)
9.9144339,-83.6886511,3,,,POINT (-83.6886511 9.9144339)
9.9138811,-83.6869079,3,,,POINT (-83.6869079 9.9138811)
9.9176608,-83.6768076,3,,,POINT (-83.6768076 9.9176608)
9.9130963,-83.6661558,3,,,POINT (-83.6661558 9.9130963)
9.9079148,-83.6655824,3,,,POINT (-83.6655824 9.9079148)
9.9078982,-83.6633237,1,turning_circle,,POINT (-83.6633237 9.9078982)
9.9089769,-83.6665666,1,turning_circle,,POINT (-83.6665666 9.9089769)
9.9083192,-83.6660623,3,,,POINT (-83.6660623 9.9083192)
9.9084862,-83.6665779,1,turning_circle,,POINT (-83.6665779 9.9084862)
9.9079009,-83.6637434,3,,,POINT (-83.6637434 9.9079009)
9.9088494,-83.6637484,1,,,POINT (-83.6637484 9.9088494)
9.9078976,-83.6641965,3,,,POINT (-83.6641965 9.9078976)
9.9087032,-83.6642014,1,,,POINT (-83.6642014 9.9087032)
9.9079029,-83.6646602,3,,,POINT (-83.6646602 9.9079029)
9.9086729,-83.6646636,1,,,POINT (-83.6646636 9.9086729)
9.9079019,-83.6651076,4,,,POINT (-83.6651076 9.9079019)
9.9120922,-83.6653531,4,,,POINT (-83.6653531 9.9120922)
9.9120525,-83.666092,4,,,POINT (-83.666092 9.9120525)
9.9096068,-83.6645936,3,,,POINT (-83.6645936 9.9096068)
9.9108755,-83.6646552,3,,,POINT (-83.6646552 9.9108755)
9.9108392,-83.6652952,4,,,POINT (-83.6652952 9.9108392)
9.910775,-83.6664862,4,,,POINT (-83.6664862 9.910775)
9.9107996,-83.6660159,4,,,POINT (-83.6660159 9.9107996)
9.9095246,-83.6659315,4,,,POINT (-83.6659315 9.9095246)
9.9095703,-83.6652338,4,,,POINT (-83.6652338 9.9095703)
9.9052498,-83.6811358,3,,,POINT (-83.6811358 9.9052498)
9.9066879,-83.6806396,3,,,POINT (-83.6806396 9.9066879)
9.9160118,-83.6767433,3,,,POINT (-83.6767433 9.9160118)
9.9162631,-83.67228,3,,,POINT (-83.67228 9.9162631)
9.9150411,-83.6831676,4,,,POINT (-83.6831676 9.9150411)
9.9113113,-83.6868196,3,,,POINT (-83.6868196 9.9113113)
9.9133749,-83.6882929,3,,,POINT (-83.6882929 9.9133749)
9.9110091,-83.6872614,3,,,POINT (-83.6872614 9.9110091)
9.9115946,-83.6861477,3,,,POINT (-83.6861477 9.9115946)
9.9112103,-83.685785,4,,,POINT (-83.685785 9.9112103)
9.9138565,-83.6853905,3,,,POINT (-83.6853905 9.9138565)
9.9086949,-83.6828488,3,,,POINT (-83.6828488 9.9086949)
9.9082396,-83.6829959,3,,,POINT (-83.6829959 9.9082396)
9.9071236,-83.6817563,4,,,POINT (-83.6817563 9.9071236)
9.9091597,-83.6844547,3,,,POINT (-83.6844547 9.9091597)
9.908821,-83.6845725,4,,,POINT (-83.6845725 9.908821)
9.9085779,-83.6838829,3,,,POINT (-83.6838829 9.9085779)
9.9118403,-83.6819562,4,,,POINT (-83.6819562 9.9118403)
9.9119613,-83.6814021,3,,,POINT (-83.6814021 9.9119613)
9.9104215,-83.6805392,3,,,POINT (-83.6805392 9.9104215)
9.9100149,-83.6823256,3,,,POINT (-83.6823256 9.9100149)
9.9095538,-83.6802295,1,,,POINT (-83.6802295 9.9095538)
9.9087503,-83.6797783,3,,,POINT (-83.6797783 9.9087503)
9.9085972,-83.680369,3,,,POINT (-83.680369 9.9085972)
9.9093443,-83.6801049,3,,,POINT (-83.6801049 9.9093443)
9.907556,-83.6786515,3,,,POINT (-83.6786515 9.907556)
9.9081015,-83.6764913,3,,,POINT (-83.6764913 9.9081015)
9.9061371,-83.6704188,1,turning_circle,,POINT (-83.6704188 9.9061371)
9.9087188,-83.6754854,3,,,POINT (-83.6754854 9.9087188)
9.9070876,-83.6778714,3,,,POINT (-83.6778714 9.9070876)
9.9072628,-83.6772211,3,,,POINT (-83.6772211 9.9072628)
9.9074546,-83.6766682,3,,,POINT (-83.6766682 9.9074546)
9.9092285,-83.6737414,3,,,POINT (-83.6737414 9.9092285)
9.9060026,-83.6750396,3,,,POINT (-83.6750396 9.9060026)
9.9069599,-83.6760334,3,,,POINT (-83.6760334 9.9069599)
9.9066638,-83.6709728,3,,,POINT (-83.6709728 9.9066638)
9.9078884,-83.6759375,3,,,POINT (-83.6759375 9.9078884)
9.9089101,-83.6733934,3,,,POINT (-83.6733934 9.9089101)
9.9081484,-83.6746077,3,,,POINT (-83.6746077 9.9081484)
9.9062508,-83.6743872,3,,,POINT (-83.6743872 9.9062508)
9.9083953,-83.6741951,3,,,POINT (-83.6741951 9.9083953)
9.9060525,-83.6739802,3,,,POINT (-83.6739802 9.9060525)
9.908576,-83.6730643,3,,,POINT (-83.6730643 9.908576)
9.9080409,-83.6739721,3,,,POINT (-83.6739721 9.9080409)
9.9082582,-83.6727065,3,,,POINT (-83.6727065 9.9082582)
9.9076504,-83.6737201,3,,,POINT (-83.6737201 9.9076504)
